status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
1,45,2,9,2550,3,1,3,1,3,2,40,3,2,4,1,1,2,0,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
4,16,0,8,750,2,5,1,3,2,2,19,1,2,4,4,1,2,0,1
2,71,1,7,2550,2,3,4,3,1,4,32,3,1,2,3,1,2,0,1
2,27,0,0,1525,4,4,3,3,2,4,21,3,2,2,1,2,1,0,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
2,77,0,7,950,1,4,2,2,4,2,33,3,2,4,3,2,2,0,1
1,86,0,10,650,1,2,3,3,2,2,35,1,2,2,1,2,1,1,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
2,24,1,2,550,4,4,1,2,4,4,40,3,2,3,2,1,2,1,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
2,59,3,10,2025,2,4,1,1,3,3,35,1,1,4,2,1,2,1,1
3,52,0,0,2600,5,4,1,2,4,2,39,3,2,1,1,2,1,1,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
2,78,3,7,2500,1,2,4,3,4,1,27,2,2,3,1,1,1,0,1
3,50,2,1,1850,1,2,3,2,2,3,38,3,1,1,3,1,1,1,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
3,50,2,1,1850,1,2,3,2,2,3,38,3,1,1,3,1,1,1,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
4,16,0,8,750,2,5,1,3,2,2,19,1,2,4,4,1,2,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
2,78,3,7,2500,1,2,4,3,4,1,27,2,2,3,1,1,1,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
3,95,2,5,1925,4,1,4,2,4,2,28,2,2,2,2,2,1,1,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
1,97,3,9,2125,5,5,2,3,2,1,40,3,2,1,2,2,1,0,1
3,52,0,0,2600,5,4,1,2,4,2,39,3,2,1,1,2,1,1,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
4,16,0,8,750,2,5,1,3,2,2,19,1,2,4,4,1,2,0,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
4,70,1,8,1100,1,2,4,1,1,1,40,3,1,1,4,2,2,1,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
4,16,0,8,750,2,5,1,3,2,2,19,1,2,4,4,1,2,0,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
1,97,3,9,2125,5,5,2,3,2,1,40,3,2,1,2,2,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
1,17,1,3,1200,1,3,3,1,3,1,27,3,1,1,3,2,1,1,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
2,4,1,5,2450,3,5,3,3,2,4,29,1,1,2,2,1,1,1,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
2,59,0,1,1325,5,4,2,2,2,2,34,3,1,3,2,1,1,1,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
2,4,1,5,2450,3,5,3,3,2,4,29,1,1,2,2,1,1,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
2,32,1,4,2375,5,4,3,2,1,4,29,2,1,1,4,1,1,0,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
1,45,2,9,2550,3,1,3,1,3,2,40,3,2,4,1,1,2,0,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
2,77,0,7,950,1,4,2,2,4,2,33,3,2,4,3,2,2,0,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
3,44,3,4,2825,3,1,1,2,4,2,20,1,2,3,1,2,2,0,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
1,45,2,9,2550,3,1,3,1,3,2,40,3,2,4,1,1,2,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
2,59,3,10,2025,2,4,1,1,3,3,35,1,1,4,2,1,2,1,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
3,24,3,1,2250,4,4,1,1,2,2,20,3,1,4,3,2,2,0,1
4,77,3,2,700,2,2,4,1,1,4,35,3,1,3,4,2,1,0,1
3,50,2,1,1850,1,2,3,2,2,3,38,3,1,1,3,1,1,1,1
4,91,4,10,1700,2,1,3,3,1,1,19,3,1,4,2,1,2,0,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
4,91,4,10,1700,2,1,3,3,1,1,19,3,1,4,2,1,2,0,1
1,17,1,3,1200,1,3,3,1,3,1,27,3,1,1,3,2,1,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
2,27,0,0,1525,4,4,3,3,2,4,21,3,2,2,1,2,1,0,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
1,97,3,9,2125,5,5,2,3,2,1,40,3,2,1,2,2,1,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
2,78,3,7,2500,1,2,4,3,4,1,27,2,2,3,1,1,1,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
3,95,2,5,1925,4,1,4,2,4,2,28,2,2,2,2,2,1,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
1,86,0,10,650,1,2,3,3,2,2,35,1,2,2,1,2,1,1,1
3,44,3,4,2825,3,1,1,2,4,2,20,1,2,3,1,2,2,0,1
2,71,1,7,2550,2,3,4,3,1,4,32,3,1,2,3,1,2,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
3,50,2,1,1850,1,2,3,2,2,3,38,3,1,1,3,1,1,1,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
2,27,0,0,1525,4,4,3,3,2,4,21,3,2,2,1,2,1,0,1
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
1,97,3,9,2125,5,5,2,3,2,1,40,3,2,1,2,2,1,0,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
1,66,4,10,2900,5,4,2,1,2,1,22,1,1,3,1,1,2,1,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
3,35,2,6,2775,1,3,2,1,1,1,40,1,2,4,1,2,2,1,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
2,78,3,7,2500,1,2,4,3,4,1,27,2,2,3,1,1,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
3,95,2,5,1925,4,1,4,2,4,2,28,2,2,2,2,2,1,1,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
3,44,3,4,2825,3,1,1,2,4,2,20,1,2,3,1,2,2,0,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
2,59,3,10,2025,2,4,1,1,3,3,35,1,1,4,2,1,2,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
2,63,2,6,700,1,1,2,2,4,2,44,2,1,3,1,2,1,1,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
1,97,3,9,2125,5,5,2,3,2,1,40,3,2,1,2,2,1,0,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
2,71,1,7,2550,2,3,4,3,1,4,32,3,1,2,3,1,2,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
1,83,2,10,1325,4,1,4,2,4,1,22,2,2,1,2,1,2,0,1
3,44,3,4,2825,3,1,1,2,4,2,20,1,2,3,1,2,2,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
2,59,0,1,1325,5,4,2,2,2,2,34,3,1,3,2,1,1,1,1
1,31,3,0,2550,2,3,3,2,4,4,28,1,1,3,1,1,2,1,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
4,73,1,0,1150,5,1,3,1,1,2,21,3,1,3,1,2,1,1,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
3,97,1,10,400,1,3,2,2,2,4,23,3,2,2,2,1,1,0,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
3,52,0,0,2600,5,4,1,2,4,2,39,3,2,1,1,2,1,1,1
4,70,1,8,1100,1,2,4,1,1,1,40,3,1,1,4,2,2,1,1
2,4,1,5,2450,3,5,3,3,2,4,29,1,1,2,2,1,1,1,1
2,79,4,3,1575,3,2,4,1,3,4,42,3,2,1,3,1,2,0,1
2,70,0,10,1725,5,2,3,3,3,1,22,3,1,1,3,2,1,1,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
3,24,3,1,2250,4,4,1,1,2,2,20,3,1,4,3,2,2,0,1
1,62,0,10,2000,5,4,1,3,2,1,22,2,2,3,3,2,1,0,1
2,79,4,3,1575,3,2,4,1,3,4,42,3,2,1,3,1,2,0,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
3,44,3,4,2825,3,1,1,2,4,2,20,1,2,3,1,2,2,0,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
3,95,2,5,1925,4,1,4,2,4,2,28,2,2,2,2,2,1,1,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
3,49,1,6,1000,5,3,2,2,3,3,38,1,1,3,3,1,1,0,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
3,52,0,0,2600,5,4,1,2,4,2,39,3,2,1,1,2,1,1,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
2,71,1,7,2550,2,3,4,3,1,4,32,3,1,2,3,1,2,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,10,2,1,1575,5,4,1,3,3,2,30,1,1,4,1,1,2,1,1
2,32,1,4,2375,5,4,3,2,1,4,29,2,1,1,4,1,1,0,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
2,77,0,7,950,1,4,2,2,4,2,33,3,2,4,3,2,2,0,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
2,24,1,2,550,4,4,1,2,4,4,40,3,2,3,2,1,2,1,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
2,53,1,3,2225,5,5,2,3,1,1,32,3,2,1,4,1,1,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
2,70,0,10,1725,5,2,3,3,3,1,22,3,1,1,3,2,1,1,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
3,95,2,5,1925,4,1,4,2,4,2,28,2,2,2,2,2,1,1,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
2,77,0,7,950,1,4,2,2,4,2,33,3,2,4,3,2,2,0,1
