Delivery_ID,Delivery_Start_Date,Delivery_Start_Time,Traffic_Conditions,Number_of_Packages,Customer_Preference_for_Delivery_Time,Distance_(miles),fog,rain,snow,hail,Historical_Delivery_Time_(hours)
103227.0,2022-02-09,23:28:00,High,16.0,Morning,125.24276715773038,None,None,Low,None,10.689448643991929
103228.0,2021-12-15,08:07:00,Low,12.0,Evening,218.68985741966375,None,Low,None,None,10.10265419560197
103229.0,2023-03-19,22:30:00,Moderate,16.0,Evening,0.5,None,None,None,Mid,5.061252342085183
103230.0,2022-01-14,11:29:00,Moderate,13.0,Evening,162.61697114747517,Low,None,None,None,8.068411624797136
103231.0,2020-06-04,09:04:00,Moderate,10.0,Evening,82.09631460907352,Low,None,Low,None,4.074619721237497
103232.0,2022-10-02,13:49:00,Moderate,10.0,Evening,86.60288063791269,None,None,None,Low,3.8339676457713057
103233.0,2023-04-23,22:57:00,Moderate,6.0,Evening,113.33914188907481,None,Low,None,None,6.555411330993013
103234.0,2022-10-13,04:08:00,Low,6.0,Afternoon,181.42713049792997,None,None,None,None,6.051302296540377
103235.0,2022-09-18,07:31:00,Moderate,20.0,Evening,100.19028012291074,None,None,None,Mid,6.35558725639341
103236.0,2021-03-27,05:55:00,High,2.0,Evening,88.04353898885813,None,None,None,None,4.554056257414508
103237.0,2023-12-27,06:08:00,Moderate,20.0,Evening,101.46832427484595,High,None,None,None,9.501780094260793
103238.0,2021-01-14,11:34:00,Low,9.0,Afternoon,121.32656436838603,Low,None,None,None,6.892547232111223
103239.0,2020-11-21,00:57:00,Low,17.0,Afternoon,130.2888679272269,None,Low,None,None,7.55889270453769
103240.0,2023-05-18,06:58:00,Moderate,20.0,Morning,67.46338852470366,None,None,None,None,6.246056551859453
103241.0,2023-03-07,00:44:00,Moderate,9.0,Afternoon,124.1940383603301,None,None,Low,None,4.294349241737389
103242.0,2022-10-16,12:45:00,Moderate,2.0,Evening,54.30864592533922,None,None,None,None,2.3836546742081963
103243.0,2023-09-12,15:51:00,Moderate,4.0,Afternoon,129.6575990809666,None,Mid,Low,None,5.7847590119592205
103244.0,2021-11-28,05:09:00,High,4.0,Morning,64.51836502440617,None,None,None,Mid,4.994776587590906
103245.0,2022-04-25,15:33:00,Low,4.0,Evening,110.06500664247429,None,None,Low,None,4.163710910510156
103246.0,2020-12-08,16:49:00,Low,8.0,Afternoon,193.75894402672708,None,Mid,None,High,9.766697371168174
103247.0,2022-12-24,04:15:00,Low,7.0,Morning,123.49102310020595,None,None,None,None,5.427750463187588
103248.0,2023-05-01,03:32:00,Low,2.0,Evening,159.4866963499433,None,None,High,None,6.67333271431423
103249.0,2023-05-05,07:02:00,Low,8.0,Morning,168.81677415839093,Low,None,None,None,6.112480161681817
103250.0,2021-01-22,03:47:00,Low,13.0,Evening,142.86667409366305,Mid,None,None,None,6.532912981144482
103251.0,2020-12-19,10:34:00,Moderate,3.0,Evening,185.18091376799123,None,None,None,None,7.000373806460515
103252.0,2023-06-25,08:50:00,High,9.0,Afternoon,132.51369520112868,None,Mid,None,None,7.641790460476144
103253.0,2021-10-25,17:44:00,High,11.0,Afternoon,177.85779796937572,Low,None,Low,None,13.069139646189017
103254.0,2021-11-25,15:41:00,High,2.0,Evening,125.20709984205534,None,Mid,None,None,7.4667125435809165
103255.0,2021-02-19,12:48:00,High,4.0,Morning,137.94138850112788,None,Low,None,Low,9.169364663494171
103256.0,2023-07-06,04:01:00,High,11.0,Evening,154.63169865870384,Mid,None,None,None,11.016582701011815
103257.0,2020-01-05,15:01:00,Low,14.0,Afternoon,139.2938044763785,Mid,None,Mid,None,10.069562549143601
103258.0,2021-04-03,21:06:00,Moderate,1.0,Afternoon,92.28793196550556,None,None,High,None,6.802319438735872
103259.0,2021-10-09,15:06:00,High,4.0,Evening,85.62085945294817,None,None,None,None,3.56220365832294
103260.0,2023-06-15,19:30:00,High,1.0,Afternoon,42.8926596185006,None,Low,None,None,4.074185528320504
103261.0,2022-01-01,12:41:00,Low,6.0,Morning,150.6503292062303,Low,None,None,None,8.208861455602227
103262.0,2021-01-27,03:28:00,High,11.0,Afternoon,104.54377349146297,Mid,None,None,None,11.007807846831607
103263.0,2023-04-03,18:37:00,Moderate,4.0,Afternoon,205.68149881167272,None,Low,Low,Low,10.744537385460497
103264.0,2023-04-04,06:09:00,Low,2.0,Afternoon,225.79163064396732,Low,None,None,Low,8.463251614510188
103265.0,2022-08-14,10:36:00,Low,10.0,Evening,69.28653482589468,Mid,High,None,None,5.813574748743672
103266.0,2020-10-28,19:28:00,Moderate,6.0,Evening,191.5102972588861,High,None,None,None,9.211541810865441
103267.0,2023-11-13,13:37:00,Moderate,7.0,Afternoon,160.5017164309712,None,None,Low,None,10.198467534751538
103268.0,2020-09-17,03:12:00,Low,15.0,Morning,124.71587067856198,Mid,Mid,None,Low,6.133802143243258
103269.0,2022-01-13,01:49:00,Moderate,14.0,Evening,196.55903180011788,None,None,None,None,12.6438492131137
103270.0,2023-06-23,04:38:00,Moderate,12.0,Morning,95.56825708299252,Low,None,High,High,12.464495190539827
103271.0,2020-03-11,02:21:00,High,20.0,Evening,161.4975978778978,None,Low,None,None,12.123917927451561
103272.0,2021-11-05,21:10:00,Moderate,2.0,Morning,104.89476905613118,Low,None,None,None,6.362116196006252
103273.0,2022-07-11,04:32:00,Low,8.0,Afternoon,113.04001356082242,None,Low,None,None,4.375903253111902
103274.0,2022-07-26,19:01:00,Low,19.0,Afternoon,120.4179305512268,None,High,None,None,6.168246018146706
103275.0,2023-10-04,09:38:00,Low,4.0,Evening,114.04251847949936,None,None,Mid,None,4.661678560786308
103276.0,2020-05-07,09:41:00,Moderate,19.0,Morning,58.08896570800144,None,High,None,None,5.250816347428083
103277.0,2023-07-09,19:41:00,High,9.0,Evening,119.76471872867002,None,None,None,None,5.683247389057443
103278.0,2020-06-14,21:51:00,Low,15.0,Evening,123.40952321032469,None,None,Mid,None,6.923860912080363
103279.0,2023-02-07,21:45:00,Low,9.0,Morning,78.44830218367083,Low,Mid,None,None,5.861169486484585
103280.0,2021-12-20,11:06:00,Moderate,11.0,Morning,8.642207426647147,Mid,None,None,None,5.536616655089485
103281.0,2020-05-18,20:59:00,High,1.0,Evening,165.19139782615198,None,None,Low,None,6.538074402949
103282.0,2020-04-01,15:02:00,Moderate,11.0,Evening,194.73121719978428,Mid,None,None,None,9.747946011204544
103283.0,2022-03-15,01:03:00,Low,12.0,Morning,242.44782446125947,Low,None,None,None,12.09099180743733
103284.0,2023-10-13,06:29:00,High,6.0,Evening,52.74702019831581,None,None,Mid,None,6.880641627081241
103285.0,2020-07-08,20:13:00,Low,4.0,Afternoon,194.65546564205331,None,None,None,None,4.762209641221867
103286.0,2021-10-03,23:16:00,Low,12.0,Morning,121.459176275665,None,Mid,Low,None,6.726034658800713
103287.0,2020-06-16,21:47:00,Moderate,2.0,Evening,88.21921612344556,None,Low,Low,None,3.855060343237798
103288.0,2020-03-09,07:09:00,High,3.0,Evening,106.74381003000849,None,None,Low,None,4.756577280513909
103289.0,2020-12-02,00:42:00,High,4.0,Morning,131.13019206771094,None,Low,None,None,6.346396967849769
103290.0,2021-08-16,05:08:00,Low,20.0,Evening,132.2165138016599,None,None,None,None,7.3897907403793335
103291.0,2023-02-23,11:45:00,Moderate,15.0,Morning,159.00675159087157,Mid,None,Mid,None,11.355411279138428
103292.0,2020-10-20,01:54:00,High,6.0,Evening,127.64481681771572,None,None,Mid,None,7.634661529263929
103293.0,2022-01-11,23:33:00,Moderate,15.0,Evening,193.28860700611725,None,None,Mid,None,8.61487015832641
103294.0,2021-01-05,23:56:00,High,7.0,Morning,78.95796951890358,None,None,None,Low,5.5994197972171005
103295.0,2020-06-06,14:19:00,High,14.0,Evening,164.0977835908301,Low,None,None,None,9.365555878762702
103296.0,2022-11-10,16:58:00,High,16.0,Afternoon,133.72652936736674,None,None,None,None,10.677087906694227
103297.0,2022-01-09,11:23:00,Low,17.0,Afternoon,180.48224706717593,None,None,None,None,8.412395071066916
103298.0,2022-12-01,20:28:00,High,1.0,Evening,31.052763084320773,None,High,None,Low,8.227697335370719
103299.0,2022-03-16,13:08:00,Moderate,2.0,Evening,146.03578571033873,Low,None,None,Low,5.583573072963496
103300.0,2022-05-20,06:11:00,Low,16.0,Afternoon,116.39506277792772,None,None,None,Low,8.32808959098827
103301.0,2020-11-14,09:52:00,Moderate,9.0,Evening,43.55424732329749,None,None,None,None,4.858152626842327
103302.0,2020-03-27,16:03:00,High,16.0,Morning,78.2498549100186,None,None,None,None,4.395458884845463
103303.0,2021-08-05,20:04:00,Low,6.0,Morning,35.26787026135652,Mid,None,None,None,2.9592601087086594
103304.0,2021-06-16,07:46:00,Moderate,8.0,Evening,14.097179295293145,None,High,None,None,3.5570974738424375
103305.0,2021-10-20,19:13:00,Moderate,15.0,Morning,115.86027661417144,Low,None,Low,None,5.806574162035221
103306.0,2023-12-13,18:41:00,High,4.0,Afternoon,68.75311289031487,None,Low,None,None,4.7410273388511
103307.0,2020-08-18,23:48:00,Low,6.0,Afternoon,193.60367046417275,None,None,None,None,5.169789835336502
103308.0,2022-05-19,21:41:00,Low,8.0,Afternoon,52.84355485496978,None,None,Low,None,3.714567745621988
103309.0,2022-05-23,17:55:00,Low,11.0,Morning,151.97818089612645,None,None,Low,None,7.171010587572634
103310.0,2023-02-05,18:24:00,Moderate,13.0,Evening,118.68419123500631,Mid,Mid,Low,High,14.392641646426968
103311.0,2020-10-09,18:04:00,Moderate,1.0,Evening,153.06098841164732,None,None,None,Low,6.958610302578037
103312.0,2021-07-28,11:42:00,Moderate,3.0,Afternoon,112.72048650747578,None,None,None,None,5.515717949740408
103313.0,2020-09-08,01:04:00,Low,7.0,Afternoon,134.42188895587427,None,None,None,None,4.46057394051875
103314.0,2023-04-24,15:04:00,Low,1.0,Morning,150.150109073443,None,High,None,Low,8.386843963911208
103315.0,2023-07-19,14:19:00,Low,9.0,Evening,199.84941458549707,Mid,None,Mid,None,9.28785736216062
103316.0,2022-05-18,10:54:00,Low,3.0,Evening,52.17639859065275,None,None,None,None,2.501230691223895
103317.0,2021-10-14,05:39:00,Low,11.0,Afternoon,102.20337576038872,None,High,None,None,6.642530275161497
103318.0,2020-03-06,07:24:00,Low,19.0,Morning,154.2286389119501,Low,None,Mid,None,8.94882451985533
103319.0,2021-12-02,11:31:00,High,9.0,Afternoon,159.9865162863245,High,None,None,None,9.931617669444895
103320.0,2020-02-13,14:04:00,Low,10.0,Morning,96.70459254657658,None,High,Low,None,7.516435989335837
103321.0,2022-04-24,20:51:00,Low,16.0,Evening,185.8236952879774,None,None,None,Mid,10.863714232899524
103322.0,2022-03-04,02:47:00,High,5.0,Afternoon,101.9646033334945,None,None,None,None,7.2443332582143665
103323.0,2022-04-10,15:30:00,Moderate,18.0,Morning,111.08378537356275,None,None,None,None,4.567262190290096
103324.0,2020-01-11,20:23:00,Low,8.0,Evening,113.8178483109508,Mid,None,Low,None,4.688689112463326
103325.0,2023-01-24,03:23:00,Moderate,19.0,Afternoon,139.96462008630243,None,None,Mid,None,11.698255983530254
103326.0,2021-02-12,17:06:00,Moderate,6.0,Evening,43.0769795513897,None,None,None,None,3.1088628917336747
103327.0,2021-10-10,23:05:00,High,10.0,Evening,111.812351609527,None,None,None,None,7.576938769489219
103328.0,2021-12-07,13:43:00,Moderate,9.0,Morning,70.97258201756286,None,Low,None,Low,5.560069312121172
103329.0,2021-03-27,20:50:00,Low,13.0,Afternoon,158.6708859709978,Low,None,None,None,5.668829589184426
103330.0,2023-01-05,18:43:00,Moderate,11.0,Morning,79.02702797124145,Low,Mid,None,None,6.791844073307006
103331.0,2023-06-03,07:45:00,Low,17.0,Afternoon,83.18238432998766,None,None,Mid,None,6.016821877658753
103332.0,2023-07-19,18:15:00,Low,1.0,Morning,54.40700873280633,None,Low,Low,Low,5.054214572012803
103333.0,2022-09-14,01:22:00,Moderate,1.0,Evening,123.99037237930992,None,None,None,None,5.3459848759461215
103334.0,2021-06-07,12:06:00,High,14.0,Evening,90.23224796973807,None,Low,None,Low,9.270860488034485
103335.0,2020-01-22,00:47:00,Low,18.0,Morning,148.46697011235443,Low,Low,None,None,8.857346064997914
103336.0,2023-06-24,00:31:00,Moderate,6.0,Morning,143.32256506704752,Low,Mid,High,None,10.137644982122826
103337.0,2020-07-04,23:52:00,High,3.0,Evening,165.47658736927696,None,None,Low,None,8.666165573128856
103338.0,2022-03-23,13:09:00,Low,11.0,Evening,216.76058948638928,None,None,High,None,10.442867177255273
103339.0,2021-04-13,18:16:00,High,4.0,Morning,56.30296527683508,None,None,None,None,4.135018901580101
103340.0,2022-12-03,05:57:00,Low,18.0,Evening,101.65476442296085,None,Mid,None,None,9.519515963943553
103341.0,2023-10-07,12:34:00,Moderate,12.0,Afternoon,197.8242242695036,None,None,None,None,8.219964437876845
103342.0,2023-07-28,07:37:00,Low,12.0,Afternoon,119.70271272301514,None,None,Mid,None,5.567619311967591
103343.0,2022-11-12,14:55:00,Moderate,15.0,Evening,203.09404616960637,None,Low,None,Low,11.305207376046821
103344.0,2021-02-12,12:59:00,Low,18.0,Afternoon,124.74981332172841,None,Mid,None,None,9.976012830297229
103345.0,2023-05-19,19:26:00,Moderate,18.0,Morning,108.73048107730158,Mid,None,None,None,8.479273461168114
103346.0,2023-11-16,17:00:00,High,14.0,Evening,140.57376888748178,None,None,None,None,9.09058772397471
103347.0,2020-09-25,03:59:00,Low,6.0,Morning,91.07692133216918,None,Mid,None,None,5.437476682492441
103348.0,2022-10-27,00:13:00,Moderate,11.0,Afternoon,158.8742675936537,None,None,High,None,8.670989270133362
103349.0,2021-07-14,06:34:00,High,8.0,Afternoon,105.44382285758176,Mid,None,High,Low,13.795045729352413
103350.0,2022-04-12,12:10:00,Moderate,9.0,Morning,112.20251891039297,Low,Low,None,None,7.061935247092658
103351.0,2021-02-10,20:26:00,Moderate,14.0,Afternoon,123.33153851523194,None,Mid,None,None,6.973728713751847
103352.0,2020-02-03,18:39:00,Moderate,5.0,Afternoon,193.56531728534148,None,Low,None,None,8.639687216104685
103353.0,2020-02-28,17:49:00,Low,17.0,Afternoon,150.48973177557298,None,None,None,None,8.609364827072696
103354.0,2020-06-04,21:50:00,High,7.0,Evening,129.70999549211405,None,High,None,None,6.704483368609978
103355.0,2022-05-23,05:17:00,Low,7.0,Evening,103.06800573300733,None,Mid,None,None,4.414522899508024
103356.0,2021-09-02,19:34:00,High,1.0,Morning,67.64265037117949,None,Mid,Low,None,6.957094594944675
103357.0,2021-06-01,05:17:00,Low,14.0,Afternoon,73.68757397192925,None,None,None,None,3.544826021184967
103358.0,2023-09-24,20:13:00,Low,10.0,Afternoon,98.78246088199302,Low,Mid,Low,None,5.387440441748885
103359.0,2020-10-28,18:42:00,High,13.0,Morning,149.87655149158996,Low,None,Mid,None,9.500207240561368
103360.0,2020-02-01,15:19:00,Moderate,16.0,Morning,145.8415537690666,Low,None,None,None,6.932205965295902
103361.0,2021-11-09,22:13:00,High,10.0,Evening,152.02098888287358,None,Mid,High,None,16.257902471017683
103362.0,2022-08-01,11:11:00,High,1.0,Afternoon,109.88403712993303,None,None,Low,None,8.526605592449544
103363.0,2020-05-21,00:15:00,High,15.0,Afternoon,96.12054299234791,Low,None,None,None,7.495379868764679
103364.0,2020-01-16,20:00:00,Moderate,19.0,Afternoon,145.90652385212843,High,Low,None,None,9.223702284215118
103365.0,2021-06-10,11:26:00,High,8.0,Morning,106.22556512906594,Low,None,None,None,8.603362200273747
103366.0,2023-05-20,09:38:00,Low,2.0,Evening,142.94971469789914,None,Low,None,None,3.730096287334892
103367.0,2022-10-18,11:01:00,Low,15.0,Evening,98.4492704690737,Low,None,None,None,7.297633345802068
103368.0,2023-11-12,10:11:00,Low,6.0,Evening,102.39395005799778,None,None,None,Low,5.580282165879577
103369.0,2022-01-13,18:56:00,Low,13.0,Evening,52.33555846565045,High,None,None,Low,6.181491779166074
103370.0,2022-05-03,20:28:00,Low,10.0,Afternoon,128.7934863603348,Mid,Low,None,None,6.6807425845017905
103371.0,2020-03-12,12:48:00,Moderate,5.0,Afternoon,106.56102077999722,None,Low,None,None,5.806226887566825
103372.0,2022-07-28,19:26:00,Low,6.0,Evening,106.3207234279727,High,None,High,None,6.488978950507494
103373.0,2022-10-24,13:38:00,Moderate,7.0,Evening,110.84541460468122,None,None,Mid,None,4.583937591145567
103374.0,2022-04-01,15:37:00,High,14.0,Morning,58.18000720756369,None,Low,None,None,4.290965935677026
103375.0,2021-10-15,21:55:00,High,18.0,Afternoon,60.75739716426007,Low,None,None,None,6.946800840799573
103376.0,2020-09-19,10:20:00,Low,2.0,Afternoon,134.28808416400446,None,None,None,None,3.469154018994606
103377.0,2022-07-25,20:24:00,Low,4.0,Evening,220.00192490600523,None,None,None,None,6.258127537917207
103378.0,2020-09-01,13:20:00,Low,8.0,Afternoon,102.20993872475123,Mid,Low,High,None,10.3775891053885
103379.0,2022-05-01,13:50:00,Moderate,18.0,Evening,123.49450869034195,None,Mid,None,None,7.87200309606391
103380.0,2020-02-27,22:02:00,Moderate,7.0,Afternoon,61.884836410045885,Low,None,Low,None,6.686715797555173
103381.0,2020-10-07,23:12:00,Low,10.0,Evening,102.1749435145776,Low,None,Mid,None,7.67464772698017
103382.0,2022-09-09,16:50:00,Low,4.0,Evening,146.84966523941046,Mid,Low,None,None,7.797808907235782
103383.0,2023-08-13,15:32:00,Moderate,12.0,Afternoon,80.28636292000931,None,Mid,None,Low,8.0477424945898
103384.0,2021-04-28,10:42:00,Moderate,16.0,Evening,182.63280246903568,None,None,None,None,6.873508843154334
103385.0,2021-12-12,09:18:00,Moderate,1.0,Afternoon,84.51132009646525,Low,None,Low,Mid,8.810297259416101
103386.0,2022-10-18,20:12:00,Moderate,8.0,Afternoon,163.6509066180015,None,None,Mid,None,9.226766702695743
103387.0,2023-11-16,16:49:00,High,10.0,Evening,145.4372615529023,None,None,None,High,13.028763411743846
103388.0,2022-09-25,17:07:00,Moderate,19.0,Evening,120.54787256747153,Mid,None,None,None,6.6405160175035425
103389.0,2022-12-09,18:42:00,Moderate,2.0,Evening,78.55439872435727,Mid,None,Low,None,4.50186414795914
103390.0,2023-11-27,16:16:00,Low,6.0,Evening,183.88491262603884,None,None,Mid,None,9.084031403144671
103391.0,2022-09-24,02:16:00,High,8.0,Morning,159.9533057931012,Low,None,Low,None,12.757172789713701
103392.0,2022-11-04,12:50:00,Low,17.0,Morning,123.73643868885594,None,None,None,None,10.810048485387576
103393.0,2020-05-26,21:45:00,Moderate,11.0,Evening,113.47595773693081,None,Mid,None,None,5.3492708028015326
103394.0,2021-11-24,13:12:00,Low,1.0,Evening,16.282339473675435,None,None,Mid,None,2.073892209932202
103395.0,2021-07-25,04:36:00,Low,5.0,Morning,97.741728099834,None,None,Low,Low,5.9093484742323845
103396.0,2022-08-09,16:19:00,Low,9.0,Evening,27.89927999354292,None,None,None,None,2.8880088857076203
103397.0,2020-03-16,15:33:00,Low,10.0,Afternoon,189.48949683691444,High,None,None,None,6.334545800481424
103398.0,2023-01-08,22:29:00,High,19.0,Afternoon,145.11502628704505,None,None,Low,None,11.158909419511774
103399.0,2023-04-12,08:03:00,High,3.0,Afternoon,96.81068081233066,Low,None,None,None,5.647325660188439
103400.0,2022-08-10,16:13:00,Low,12.0,Morning,139.66892353474378,Low,Low,Low,None,10.489162339473422
103401.0,2022-07-22,03:38:00,Low,15.0,Morning,150.64945081814267,None,None,None,None,5.09119848837174
103402.0,2020-01-23,17:59:00,Low,19.0,Morning,106.15406710571119,None,Mid,None,None,5.687364203303687
103403.0,2020-03-21,01:24:00,High,4.0,Evening,147.2315600850926,Low,None,Mid,None,7.377168214587883
103404.0,2020-02-10,15:59:00,High,12.0,Afternoon,49.62425486688993,Mid,None,Low,None,7.0507695459640525
103405.0,2020-11-01,17:36:00,Low,15.0,Evening,84.45208915821411,High,None,Low,None,9.786457066711035
103406.0,2020-05-16,08:10:00,Moderate,8.0,Evening,154.1856645439932,None,None,None,None,4.4574995545603
103407.0,2021-04-08,16:13:00,High,7.0,Evening,46.99168923345792,Low,Low,Low,None,6.68282406449658
103408.0,2020-04-13,04:08:00,Low,14.0,Afternoon,185.511673589387,Low,None,None,Mid,9.497035515235028
103409.0,2023-10-28,09:20:00,Low,17.0,Evening,149.71447625152658,None,None,Mid,None,6.6132300899141745
103410.0,2021-04-07,23:52:00,High,1.0,Afternoon,154.74170620720403,None,None,None,High,8.71392310649746
103411.0,2023-04-14,08:13:00,High,7.0,Morning,156.02062655780261,None,Mid,None,None,7.648618914626268
103412.0,2020-12-18,20:26:00,Low,13.0,Morning,115.12126687431069,None,None,None,None,6.101955894190781
103413.0,2023-12-11,00:46:00,Low,4.0,Afternoon,83.60724670562794,Low,None,High,None,8.15291801588328
103414.0,2023-02-14,15:26:00,High,13.0,Evening,196.86348825954505,Low,None,None,None,12.108218885802275
103415.0,2022-10-21,22:50:00,High,8.0,Morning,138.6430424413828,Low,High,None,Low,11.28597181952408
103416.0,2022-08-25,11:36:00,High,12.0,Morning,89.94871424350396,Mid,None,Mid,None,11.623420356671035
103417.0,2022-05-28,16:02:00,Low,13.0,Morning,33.1310102154862,Low,None,None,None,4.422586697283309
103418.0,2021-12-19,13:40:00,High,16.0,Evening,82.18712485846487,None,Mid,Mid,None,10.801661891116362
103419.0,2021-03-07,10:11:00,Low,20.0,Afternoon,165.3212947936768,None,None,Mid,None,11.650658377546963
103420.0,2023-08-22,00:21:00,Low,1.0,Evening,109.02151034087392,None,None,None,None,4.169711819088378
103421.0,2020-08-05,14:20:00,Moderate,14.0,Afternoon,98.27761594106279,None,Low,None,None,7.124830817092113
103422.0,2020-10-13,00:49:00,Low,14.0,Morning,136.26445864747618,None,Mid,None,None,5.414974421885064
103423.0,2021-10-16,09:08:00,High,10.0,Afternoon,211.3851897318968,None,None,None,None,11.024720838894124
103424.0,2022-01-14,08:05:00,Low,5.0,Afternoon,122.60661803118072,Low,None,High,None,8.163819577138064
103425.0,2020-01-28,12:01:00,Moderate,12.0,Evening,91.17026190999574,None,None,None,None,7.730792635817088
103426.0,2021-06-10,09:13:00,High,12.0,Evening,141.65889449639752,Low,Mid,None,None,7.9956846648557365
103427.0,2021-04-17,02:37:00,Low,18.0,Afternoon,121.19423215670952,None,None,Mid,Low,8.236968393690754
103428.0,2023-09-17,07:57:00,Low,15.0,Morning,154.79259887518154,None,None,Low,None,8.879912587039849
103429.0,2022-11-07,14:41:00,Moderate,4.0,Evening,148.2736128133151,Low,Mid,Mid,None,11.485356874476455
103430.0,2020-11-05,10:12:00,Moderate,10.0,Evening,201.52746916688181,None,None,Low,None,10.049074921260885
103431.0,2022-12-08,16:40:00,Low,18.0,Morning,145.49631409584046,None,Mid,Mid,None,13.787141785560602
103432.0,2023-11-27,06:01:00,High,6.0,Evening,114.01824647740716,Low,Mid,None,None,8.350088738677337
103433.0,2021-05-10,05:48:00,Moderate,12.0,Morning,44.85908342009826,None,Mid,None,None,3.336653610934016
103434.0,2020-01-18,08:15:00,Low,10.0,Morning,120.22010205609196,None,Mid,None,None,6.268519971613314
103435.0,2023-05-28,13:57:00,Moderate,10.0,Afternoon,158.52471806101997,Mid,None,None,None,7.94122688235319
103436.0,2021-01-15,17:26:00,Low,18.0,Afternoon,177.73166151047343,None,None,None,Mid,11.116096636973916
103437.0,2021-12-20,15:04:00,Moderate,17.0,Evening,87.69854569701764,None,Mid,None,None,5.857163993969922
103438.0,2021-09-22,10:04:00,High,10.0,Afternoon,108.17473229562773,None,Mid,None,None,5.723564158038689
103439.0,2022-01-11,22:46:00,High,14.0,Evening,195.88575262717922,Low,None,Low,None,14.717546956309942
103440.0,2023-02-28,06:02:00,High,14.0,Afternoon,145.84667627540105,Low,None,None,None,11.446848432476001
103441.0,2022-07-27,18:33:00,Low,13.0,Afternoon,78.32148838730909,None,None,Low,None,6.252240533252893
103442.0,2020-11-20,16:07:00,Low,5.0,Evening,120.36613823124472,Low,Low,None,None,6.273749795298943
103443.0,2021-06-25,16:12:00,Low,7.0,Afternoon,56.182414566887914,None,None,Mid,None,4.614728356740268
103444.0,2023-01-14,11:52:00,High,13.0,Morning,204.36982703086989,None,None,Mid,None,12.808528492296482
103445.0,2022-12-08,19:46:00,Moderate,1.0,Morning,124.80106013332068,None,Mid,Low,None,7.9952016514680135
103446.0,2021-10-21,07:18:00,Low,7.0,Morning,68.28222927689792,None,Low,Low,Low,3.4350271620502157
103447.0,2021-10-07,04:53:00,High,9.0,Evening,101.79637545766366,None,High,High,None,7.668504537528662
103448.0,2021-05-21,06:02:00,Low,19.0,Afternoon,71.06206240684843,Low,None,Low,None,4.644630520296057
103449.0,2020-07-01,06:36:00,Low,3.0,Afternoon,157.1981642952479,Mid,Mid,None,None,8.477612688934567
103450.0,2022-09-18,08:16:00,High,14.0,Afternoon,0.5,None,Mid,High,Mid,7.438478101639337
103451.0,2020-06-03,09:10:00,Low,1.0,Morning,155.9477482044649,High,None,None,None,5.829644480615225
103452.0,2023-04-28,02:46:00,High,13.0,Evening,180.29880116544678,High,None,None,Mid,9.443586169880685
103453.0,2021-07-13,05:31:00,High,18.0,Evening,0.5,Mid,Low,High,None,10.867254093455646
103454.0,2020-06-22,12:37:00,High,9.0,Morning,77.2570967708268,None,Low,Low,None,5.35390973196767
103455.0,2021-08-09,02:05:00,Low,5.0,Evening,120.28839084729636,Mid,Mid,None,Mid,10.288684684253562
103456.0,2020-12-01,07:54:00,Moderate,16.0,Evening,202.57909195893126,None,None,None,None,11.892336407170877
103457.0,2023-07-28,06:44:00,High,14.0,Morning,108.96299563690711,Low,None,None,None,7.581127472591123
103458.0,2023-01-10,11:49:00,Low,13.0,Morning,15.050493266714298,Low,Mid,None,None,4.64777040992006
103459.0,2021-08-07,09:54:00,High,4.0,Morning,162.12906816791423,None,None,None,None,7.994915125840085
103460.0,2021-11-17,22:40:00,High,19.0,Afternoon,129.56031724760942,None,Mid,None,None,10.694366240237837
103461.0,2021-02-11,04:35:00,Moderate,12.0,Afternoon,132.66799326110925,Low,None,None,None,5.633649094820268
103462.0,2023-11-18,08:50:00,Low,7.0,Evening,55.63314282541246,Low,None,High,None,5.171330625293089
103463.0,2022-10-13,16:38:00,Low,3.0,Afternoon,72.19385905594163,High,Low,None,None,5.862110330417288
103464.0,2023-01-05,02:52:00,Moderate,8.0,Afternoon,158.259410111697,Low,None,Low,None,7.183172444275809
103465.0,2021-10-10,22:05:00,Moderate,19.0,Evening,20.463550506430465,None,Low,None,None,3.9398136203940757
103466.0,2021-12-22,14:16:00,Moderate,7.0,Morning,197.59097029589316,None,None,None,None,7.9002905308687605
103467.0,2020-12-16,04:11:00,Low,11.0,Afternoon,128.55846674373842,Low,Mid,None,High,15.393296522119355
103468.0,2021-10-09,22:49:00,Moderate,14.0,Evening,77.1157920187515,Low,None,None,None,5.235075057874812
103469.0,2021-06-11,18:02:00,High,17.0,Afternoon,160.66780960815166,None,High,None,None,11.493503974472869
103470.0,2023-01-13,03:35:00,Moderate,15.0,Afternoon,101.26707034704255,Low,None,None,None,7.768214083662697
103471.0,2023-06-25,11:38:00,Moderate,15.0,Morning,147.94790311431106,Mid,Low,None,Low,12.753929467354283
103472.0,2020-11-02,08:50:00,Low,8.0,Morning,83.13710181049306,None,Low,None,None,3.967635736315946
103473.0,2021-01-25,17:35:00,Moderate,1.0,Evening,135.03830959916093,None,Mid,None,None,5.765010966498465
103474.0,2020-10-22,11:37:00,High,5.0,Evening,117.10697065540955,None,None,None,None,4.747350685463827
103475.0,2022-12-03,09:30:00,Moderate,8.0,Afternoon,45.12276191804838,None,None,Low,None,6.337711030783439
103476.0,2021-04-20,21:52:00,Low,7.0,Afternoon,131.79994194255093,None,None,None,None,4.800412832949401
